Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose
UROFOLLITROPIN,https://www.drugs.com/dosage/urofollitropin.html,"for:




Follicle Stimulation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TAGRAXOFUSP,https://www.drugs.com/dosage/tagraxofusp.html,"for:




Malignant Disease","for:




Malignant Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
NYSTATIN,https://www.drugs.com/dosage/nystatin.html,"for:




Oral Thrush


Intestinal Candidiasis","for:




Oral Thrush




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
MICAFUNGIN,https://www.drugs.com/dosage/micafungin.html,"for:




Esophageal Candidiasis


Fungal Infection Prophylaxis


Candidemia","for:




Esophageal Candidiasis


Fungal Infection Prophylaxis


Candidemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ABALOPARATIDE,https://www.drugs.com/dosage/abaloparatide.html,"for:




Osteoporosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
HYDROCHLOROTHIAZIDE,https://www.drugs.com/dosage/hydrochlorothiazide.html,"for:




Edema


Hypertension


Nephrocalcinosis


Osteoporosis


Diabetes Insipidus","for:




Edema


Hypertension








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MIRTAZAPINE,https://www.drugs.com/dosage/mirtazapine.html,"for:




Depression




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
GLIPIZIDE,https://www.drugs.com/dosage/glipizide.html,"for:




Diabetes Type 2",,,
LEVONORGESTREL,https://www.drugs.com/dosage/levonorgestrel.html,"for:




Contraception


Postcoital Contraception","for:




Contraception


Postcoital Contraception




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
SAPROPTERIN,https://www.drugs.com/dosage/sapropterin.html,"for:




Phenylketonuria","for:




Phenylketonuria




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
RUFINAMIDE,https://www.drugs.com/dosage/rufinamide.html,"for:




Lennox-Gastaut Syndrome","for:




Lennox-Gastaut Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
SUCRALFATE,https://www.drugs.com/dosage/sucralfate.html,"for:




Duodenal Ulcer


Duodenal Ulcer Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
MYCOPHENOLATE MOFETIL,https://www.drugs.com/dosage/mycophenolate-mofetil.html,"for:




Organ Transplant - Rejection Prophylaxis","for:




Organ Transplant - Rejection Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
RITLECITINIB,https://www.drugs.com/dosage/ritlecitinib.html,"for:




Alopecia","for:




Alopecia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ECULIZUMAB,https://www.drugs.com/dosage/eculizumab.html,"for:




Paroxysmal Nocturnal Hemoglobinuria


Hemolytic Uremic Syndrome


Myasthenia Gravis


Neuritis","for:




Hemolytic Uremic Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"AMPICILLIN, SULBACTAM",https://www.drugs.com/dosage/ampicillin-sulbactam.html,"for:




Skin or Soft Tissue Infection


Skin and Structure Infection


Intraabdominal Infection


Bacterial Infection


Endocarditis


Sinusitis


Pelvic Inflammatory Disease


Surgical Prophylaxis","for:




Bacterial Infection


Skin and Structure Infection


Endocarditis


Pelvic Inflammatory Disease


Sinusitis


Surgical Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TEDUGLUTIDE,https://www.drugs.com/dosage/teduglutide.html,"for:




Short Bowel Syndrome","for:




Short Bowel Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
IOPROMIDE,https://www.drugs.com/dosage/iopromide.html,"for:




Cerebral Arteriography


Peripheral Arteriography


Coronary Arteriography


Left Ventriculography


Computed Tomography


Urography","for:




Computed Tomography


Urography


Coronary Arteriography








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
GEMCITABINE,https://www.drugs.com/dosage/gemcitabine.html,"for:




Ovarian Cancer


Breast Cancer


Non-Small Cell Lung Cancer


Pancreatic Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DOXAZOSIN,https://www.drugs.com/dosage/doxazosin.html,"for:




Hypertension


Benign Prostatic Hyperplasia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ISOSORBIDE DINITRATE,https://www.drugs.com/dosage/isosorbide-dinitrate.html,"for:




Angina Pectoris Prophylaxis


Angina Pectoris




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"SACUBITRIL, VALSARTAN",https://www.drugs.com/dosage/sacubitril-valsartan.html,"for:




Congestive Heart Failure","for:




Congestive Heart Failure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
Nalbuphine,https://www.drugs.com/dosage/nalbuphine.html,"for:




Pain


Anesthesia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NITROFURANTOIN,https://www.drugs.com/dosage/nitrofurantoin.html,"for:




Cystitis


Urinary Tract Infection


Cystitis Prophylaxis","for:




Cystitis


Urinary Tract Infection


Cystitis Prophylaxis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
FERRIC DERISOMALTOSE,https://www.drugs.com/dosage/ferric-derisomaltose.html,"for:




Iron Deficiency Anemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
MESNA,https://www.drugs.com/dosage/mesna.html,"for:




Hemorrhagic Cystitis Prophylaxis","for:




Hemorrhagic Cystitis Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ALFUZOSIN,https://www.drugs.com/dosage/alfuzosin.html,"for:




Benign Prostatic Hyperplasia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ITRACONAZOLE,https://www.drugs.com/dosage/itraconazole.html,"for:




Blastomycosis


Histoplasmosis


Aspergillosis - Aspergilloma


Aspergillosis - Invasive


Oral Thrush


Esophageal Candidiasis


Onychomycosis - Toenail


Onychomycosis - Fingernail


Coccidioidomycosis


Sporotrichosis


Cryptococcosis


Cryptococcal Meningitis - Immunosuppressed Host


Vaginal Candidiasis


Microsporidiosis


Paracoccidioidomycosis","for:




Blastomycosis


Histoplasmosis


Oral Thrush


Esophageal Candidiasis


Coccidioidomycosis


Cryptococcosis


Cryptococcal Meningitis - Immunosuppressed Host


Vaginal Candidiasis


Microsporidiosis


Sporotrichosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DANICOPAN,https://www.drugs.com/dosage/danicopan.html,"for:




Paroxysmal Nocturnal Hemoglobinuria




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DULAGLUTIDE,https://www.drugs.com/dosage/dulaglutide.html,"for:




Diabetes Type 2


Cardiovascular Risk Reduction




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"EFAVIRENZ, EMTRICITABINE, TENOFOVIR DISOPROXIL",https://www.drugs.com/dosage/efavirenz-emtricitabine-tenofovir-disoproxil.html,"for:




HIV Infection


Nonoccupational Exposure


Occupational Exposure","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ETRAVIRINE,https://www.drugs.com/dosage/etravirine.html,"for:




HIV Infection","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
PALIPERIDONE,https://www.drugs.com/dosage/paliperidone.html,"for:




Schizophrenia


Schizoaffective Disorder","for:




Schizophrenia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
SAXAGLIPTIN,https://www.drugs.com/dosage/saxagliptin.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
RUXOLITINIB,https://www.drugs.com/dosage/ruxolitinib.html,"for:




Myeloproliferative Disorder


Graft Versus Host Disease


Polycythemia Vera","for:




Graft Versus Host Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
GATIFLOXACIN,https://www.drugs.com/dosage/gatifloxacin.html,"for:




Inhalation Bacillus anthracis


Anthrax Prophylaxis


Bronchitis


Cystitis


Gonococcal Infection - Uncomplicated


Pneumonia


Pyelonephritis


Urinary Tract Infection


Sinusitis


Skin or Soft Tissue Infection


Tuberculosis - Active","for:




Otitis Media




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TIGECYCLINE,https://www.drugs.com/dosage/tigecycline.html,"for:




Intraabdominal Infection


Skin or Soft Tissue Infection


Skin and Structure Infection


Pneumonia","for:




Intraabdominal Infection


Skin and Structure Infection


Pneumonia








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ATEZOLIZUMAB,https://www.drugs.com/dosage/atezolizumab.html,"for:




Urothelial Carcinoma


Non-Small Cell Lung Cancer


Small Cell Lung Cancer


Hepatocellular Carcinoma


Melanoma - Metastatic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
GOLIMUMAB,https://www.drugs.com/dosage/golimumab.html,"for:




Psoriatic Arthritis


Ulcerative Colitis


Rheumatoid Arthritis


Ankylosing Spondylitis","for:




Psoriatic Arthritis


Juvenile Idiopathic Arthritis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
KETOPROFEN,https://www.drugs.com/dosage/ketoprofen.html,"for:




Osteoarthritis


Rheumatoid Arthritis


Dysmenorrhea


Pain




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Exagamglogene Autotemcel,https://www.drugs.com/dosage/exagamglogene-autotemcel.html,"for:




Sickle Cell Disease","for:




Sickle Cell Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
RAMUCIRUMAB,https://www.drugs.com/dosage/ramucirumab.html,"for:




Gastric Cancer


Non-Small Cell Lung Cancer


Colorectal Cancer


Hepatocellular Carcinoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SAFINAMIDE,https://www.drugs.com/dosage/safinamide.html,"for:




Parkinson's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"SOFOSBUVIR, VELPATASVIR",https://www.drugs.com/dosage/sofosbuvir-velpatasvir.html,"for:




Chronic Hepatitis C","for:




Chronic Hepatitis C




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"KAOLIN, PECTIN",https://www.drugs.com/dosage/kaolin-pectin.html,"for:




Diarrhea","for:




Diarrhea




Additional dosage information:




Precautions",,
IXEKIZUMAB,https://www.drugs.com/dosage/ixekizumab.html,"for:




Plaque Psoriasis


Psoriatic Arthritis


Ankylosing Spondylitis


Non-Radiographic Axial Spondyloarthritis","for:




Plaque Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
LEMBOREXANT,https://www.drugs.com/dosage/lemborexant.html,"for:




Insomnia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
MIDAZOLAM,https://www.drugs.com/dosage/midazolam.html,"for:




Light Sedation


Light Anesthesia


Sedation


Epilepsy


Seizures","for:




Light Sedation


ICU Agitation


Epilepsy


Seizures




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ILOPROST,https://www.drugs.com/dosage/iloprost.html,"for:




Pulmonary Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Valganciclovir,https://www.drugs.com/dosage/valganciclovir.html,"for:




CMV Retinitis


CMV Prophylaxis","for:




CMV Prophylaxis


CMV Retinitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"INSULIN ASPART, INSULIN DEGLUDEC",https://www.drugs.com/dosage/insulin-aspart-insulin-degludec.html,"for:




Diabetes Type 1


Diabetes Type 2","for:




Diabetes Type 1


Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
CALCIUM GLUBIONATE,https://www.drugs.com/dosage/calcium-glubionate.html,"for:




Hypocalcemia


Hypoparathyroidism


Pseudohypoparathyroidism


Osteoporosis


Osteomalacia","for:




Hypocalcemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
