Original Name,Search Term
Tamosymp,TAMOSYMP
Verdye,VERDYE
Torrenta,TORRENTA
Strontava,STRONTAVA
Safdola,SAFDOLA
Mylotarg,MYLOTARG
Disflax,DISFLAX
Alzil,ALZIL
Vatowis,VATOWIS
OZANEX,OZANEX
Emedius,EMEDIUS
Zyglic MR,ZYGLIC
sitaglumet,SITAGLUMET
Ibuprofen Kabi,IBUPROFEN
Trompolate,TROMPOLATE
Retrosin Ointment,RETROSIN
Livmarli,LIVMARLI
Jentarole,JENTAROLE
Roqalb,ROQALB
Dexdor,DEXDOR
Bedamuse,BEDAMUSE
Airsupra,AIRSUPRA
Maysiglu,MAYSIGLU
Isosorbide Dinitrate Qomel,ISOSORBIDE
Sarolm,SAROLM
Eliflox,ELIFLOX
ProQuad,PROQUAD
FluMist,FLUMIST
Golifa,GOLIFA
Glyvanza,GLYVANZA
Serna,SERNA
HYMPAVZI,HYMPAVZI
Voranigo,VORANIGO
Zyutra,ZYUTRA
Fibrogammin,FIBROGAMMIN
OMVOH,OMVOH
Zydolev,ZYDOLEV
ANESIA,ANESIA
Bergo,BERGO
Zejula,ZEJULA
Kirsty,KIRSTY
Novactam,NOVACTAM
Melphalan Hydrochloride TBM,MELPHALAN
Farshias,FARSHIAS
Amlodipine Qo,AMLODIPINE
Ozawade,OZAWADE
POSAGIL,POSAGIL
MACITRIN,MACITRIN
Vyvgart,VYVGART
Isturisa,ISTURISA
Xodema,XODEMA
Altuvoct,ALTUVOCT
Recitan,RECITAN
Eptifibatide Hainan,EPTIFIBATIDE
Dermacom,DERMACOM
Lustalin,LUSTALIN
Properal,PROPERAL
Cigapix,CIGAPIX
Demax,DEMAX
Tacomus,TACOMUS
Solifenacin succinate ALH,SOLIFENACIN
Spectrila,SPECTRILA
Fabhalta,FABHALTA
Zynlonta,ZYNLONTA
Remolexam,REMOLEXAM
Budrelfa,BUDRELFA
K-cit,KCIT
mRESVIA,MRESVIA
Harfib,HARFIB
Fluorodeoxyglucose (18F) I-ONE,FLUORODEOXYGLUCOSE
Ledaga 160 micrograms/g gel,LEDAGA
OLPUNTRA MET,OLPUNTRA
FOVLYA,FOVLYA
Midazolam Kalceks,MIDAZOLAM
Loftaz,LOFTAZ
Dexmedetomidine PSI,DEXMEDETOMIDINE
Qalsody,QALSODY
Densibon,DENSIBON
Kamagra,KAMAGRA
Dapsone Tillomed,DAPSONE
Eleptan,ELEPTAN
Deferajub,DEFERAJUB
AMBRISENTAN GENEPHARM,AMBRISENTAN
Hydroxyurea medac,HYDROXYUREA
Cytotect CP Biotest,CYTOTECT
sugmadon,SUGMADON
Miglustat Gen Orph,MIGLUSTAT
Olvia,OLVIA
Entuval,ENTUVAL
Gloxib,GLOXIB
Leavpsy,LEAVPSY
Ojjaara,OJJAARA
Xyvora XL,XYVORA
Netrosan,NETROSAN
Gluraz XR,GLURAZ
Novibon,NOVIBON
Dezeroga-Met,DEZEROGAMET
Remollio,REMOLLIO
Pomado,POMADO
Ibrutinib BOS,IBRUTINIB
Empani,EMPANI
Xija,XIJA
Sitagliptin/Metformin Cooper,SITAGLIPTINMETFORMIN
Terlipressin acetate EVER Pharma,TERLIPRESSIN
Bupivacaine for spinal anesthesia Aguettant,BUPIVACAINE
Calprime,CALPRIME
Fultra,FULTRA
Evkeeza,EVKEEZA
Dixee,DIXEE
Herocan,HEROCAN
Imatinib Qo,IMATINIB
Wamlox,WAMLOX
Lugyda,LUGYDA
Ultomiris,ULTOMIRIS
BILAZAP,BILAZAP
Ropirage,ROPIRAGE
Amikacin,AMIKACIN
Tekspepa,TEKSPEPA
Spironolactone Amarox,SPIRONOLACTONE
Opsynvi,OPSYNVI
ISOVERA,ISOVERA
Bimpdix Plus,BIMPDIX
Alumid,ALUMID
Rivonix,RIVONIX
Botzbenav,BOTZBENAV
SELEMYCIN,SELEMYCIN
Balivio,BALIVIO
ximluci,XIMLUCI
Tenipra,TENIPRA
BAUDA,BAUDA
Lynxelin,LYNXELIN
OFTAQUIX,OFTAQUIX
FLERINE,FLERINE
Flucelvax,FLUCELVAX
Creon,CREON
ORYLMYTE,ORYLMYTE
Trexan,TREXAN
Yesafili,YESAFILI
Lustra,LUSTRA
Ossentiv,OSSENTIV
Favox,FAVOX
Roswera,ROSWERA
Convolt,CONVOLT
Glyicti,GLYICTI
Glyci,GLYCI
Bibecfo,BIBECFO
Syferid,SYFERID
Rivaroxo,RIVAROXO
PenicillAMINE,PENICILLAMINE
Osvalu,OSVALU
Carbidopa and Levodopa Qo,CARBIDOPA
Carbalept,CARBALEPT
CAPD/DPCA 17,CAPDDPCA
Alfacalcidol,ALFACALCIDOL
Mometasone Dawaa Health,MOMETASONE
Balthera,BALTHERA
Rivalast,RIVALAST
Eleen,ELEEN
Parecoxib SPI,PARECOXIB
Tofanta,TOFANTA
Exblifep,EXBLIFEP
Sugarelax-TV,SUGARELAXTV
Benztropine Mesylate Injection USP,BENZTROPINE
Potamerf,POTAMERF
Varenapix,VARENAPIX
Posaviv,POSAVIV
