Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose,Dosage Context
GOLIMUMAB,https://www.drugs.com/dosage/golimumab.html,Psoriatic Arthritis | Ulcerative Colitis | Rheumatoid Arthritis | Ankylosing Spondylitis,Psoriatic Arthritis | Juvenile Idiopathic Arthritis |,,,[Adult] Psoriatic Arthritis | Ulcerative Colitis | Rheumatoid Arthritis | Ankylosing Spondylitis // [Pediatric] Psoriatic Arthritis | Juvenile Idiopathic Arthritis |
KETOPROFEN,https://www.drugs.com/dosage/ketoprofen.html,Osteoarthritis | Rheumatoid Arthritis | Dysmenorrhea | Pain |,,,,[Adult] Osteoarthritis | Rheumatoid Arthritis | Dysmenorrhea | Pain |
Exagamglogene Autotemcel,https://www.drugs.com/dosage/exagamglogene-autotemcel.html,Sickle Cell Disease,Sickle Cell Disease |,,,[Adult] Sickle Cell Disease // [Pediatric] Sickle Cell Disease |
RAMUCIRUMAB,https://www.drugs.com/dosage/ramucirumab.html,Gastric Cancer | Non-Small Cell Lung Cancer | Colorectal Cancer | Hepatocellular Carcinoma |,,,,[Adult] Gastric Cancer | Non-Small Cell Lung Cancer | Colorectal Cancer | Hepatocellular Carcinoma |
SAFINAMIDE,https://www.drugs.com/dosage/safinamide.html,Parkinson's Disease |,,,,[Adult] Parkinson's Disease |
"SOFOSBUVIR, VELPATASVIR",https://www.drugs.com/dosage/sofosbuvir-velpatasvir.html,Chronic Hepatitis C,Chronic Hepatitis C |,,,[Adult] Chronic Hepatitis C // [Pediatric] Chronic Hepatitis C |
"KAOLIN, PECTIN",https://www.drugs.com/dosage/kaolin-pectin.html,Diarrhea,Diarrhea |,,,[Adult] Diarrhea // [Pediatric] Diarrhea |
IXEKIZUMAB,https://www.drugs.com/dosage/ixekizumab.html,Plaque Psoriasis | Psoriatic Arthritis | Ankylosing Spondylitis | Non-Radiographic Axial Spondyloarthritis,Plaque Psoriasis |,,,[Adult] Plaque Psoriasis | Psoriatic Arthritis | Ankylosing Spondylitis | Non-Radiographic Axial Spondyloarthritis // [Pediatric] Plaque Psoriasis |
LEMBOREXANT,https://www.drugs.com/dosage/lemborexant.html,Insomnia |,,,,[Adult] Insomnia |
MIDAZOLAM,https://www.drugs.com/dosage/midazolam.html,Light Sedation | Light Anesthesia | Sedation | Epilepsy | Seizures,Light Sedation | ICU Agitation | Epilepsy | Seizures |,,,[Adult] Light Sedation | Light Anesthesia | Sedation | Epilepsy | Seizures // [Pediatric] Light Sedation | ICU Agitation | Epilepsy | Seizures |
ILOPROST,https://www.drugs.com/dosage/iloprost.html,Pulmonary Hypertension |,,,,[Adult] Pulmonary Hypertension |
Valganciclovir,https://www.drugs.com/dosage/valganciclovir.html,CMV Retinitis | CMV Prophylaxis,CMV Prophylaxis | CMV Retinitis |,,,[Adult] CMV Retinitis | CMV Prophylaxis // [Pediatric] CMV Prophylaxis | CMV Retinitis |
"INSULIN ASPART, INSULIN DEGLUDEC",https://www.drugs.com/dosage/insulin-aspart-insulin-degludec.html,Diabetes Type 1 | Diabetes Type 2,Diabetes Type 1 | Diabetes Type 2 |,,,[Adult] Diabetes Type 1 | Diabetes Type 2 // [Pediatric] Diabetes Type 1 | Diabetes Type 2 |
CALCIUM GLUBIONATE,https://www.drugs.com/dosage/calcium-glubionate.html,Hypocalcemia | Hypoparathyroidism | Pseudohypoparathyroidism | Osteoporosis | Osteomalacia,Hypocalcemia |,,,[Adult] Hypocalcemia | Hypoparathyroidism | Pseudohypoparathyroidism | Osteoporosis | Osteomalacia // [Pediatric] Hypocalcemia |
SULFASALAZINE,https://www.drugs.com/dosage/sulfasalazine.html,Ulcerative Colitis - Active | Ulcerative Colitis - Maintenance | Rheumatoid Arthritis | Crohn's Disease - Acute | Uveitis,Ulcerative Colitis | Juvenile Rheumatoid Arthritis |,,,[Adult] Ulcerative Colitis - Active | Ulcerative Colitis - Maintenance | Rheumatoid Arthritis | Crohn's Disease - Acute | Uveitis // [Pediatric] Ulcerative Colitis | Juvenile Rheumatoid Arthritis |
DIAZEPAM,https://www.drugs.com/dosage/diazepam.html,Anxiety | Alcohol Withdrawal | Muscle Spasm | Seizures | Endoscopy or Radiology Premedication | Status Epilepticus | Light Anesthesia,Seizures | Status Epilepticus | Seizure Prophylaxis | Muscle Spasm | Anxiety | Tetanus |,,,[Adult] Anxiety | Alcohol Withdrawal | Muscle Spasm | Seizures | Endoscopy or Radiology Premedication | Status Epilepticus | Light Anesthesia // [Pediatric] Seizures | Status Epilepticus | Seizure Prophylaxis | Muscle Spasm | Anxiety | Tetanus |
BREXPIPRAZOLE,https://www.drugs.com/dosage/brexpiprazole.html,Schizophrenia | Depression,Schizophrenia |,,,[Adult] Schizophrenia | Depression // [Pediatric] Schizophrenia |
IFOSFAMIDE,https://www.drugs.com/dosage/ifosfamide.html,Testicular Cancer |,,,,[Adult] Testicular Cancer |
SILDENAFIL,https://www.drugs.com/dosage/sildenafil.html,Erectile Dysfunction | Pulmonary Hypertension,Pulmonary Hypertension |,,,[Adult] Erectile Dysfunction | Pulmonary Hypertension // [Pediatric] Pulmonary Hypertension |
ACETAZOLAMIDE,https://www.drugs.com/dosage/acetazolamide.html,Edema | Acute Mountain Sickness | Glaucoma | Glaucoma (Open Angle) | Seizure Prophylaxis,Acute Mountain Sickness | Glaucoma | Glaucoma (Open Angle) |,,,[Adult] Edema | Acute Mountain Sickness | Glaucoma | Glaucoma (Open Angle) | Seizure Prophylaxis // [Pediatric] Acute Mountain Sickness | Glaucoma | Glaucoma (Open Angle) |
INSULIN LISPRO,https://www.drugs.com/dosage/insulin-lispro.html,Diabetes Type 1 | Diabetes Type 2 | Diabetic Ketoacidosis | Nonketotic Hyperosmolar Syndrome | Hyperkalemia,Diabetes Type 1 |,,,[Adult] Diabetes Type 1 | Diabetes Type 2 | Diabetic Ketoacidosis | Nonketotic Hyperosmolar Syndrome | Hyperkalemia // [Pediatric] Diabetes Type 1 |
MEBENDAZOLE,https://www.drugs.com/dosage/mebendazole.html,Hookworm Infection (Necator or Ancylostoma) | Whipworm Infection (Trichuris trichiura) | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Capillariasis | Trichostrongylosis | Trichinosis | Visceral Larva Migrans (Toxicariasis),Hookworm Infection (Necator or Ancylostoma) | Whipworm Infection (Trichuris trichiura) | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Capillariasis | Trichostrongylosis | Trichinosis | Visceral Larva Migrans (Toxicariasis) |,,,[Adult] Hookworm Infection (Necator or Ancylostoma) | Whipworm Infection (Trichuris trichiura) | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Capillariasis | Trichostrongylosis | Trichinosis | Visceral Larva Migrans (Toxicariasis) // [Pediatric] Hookworm Infection (Necator or Ancylostoma) | Whipworm Infection (Trichuris trichiura) | Ascariasis | Pinworm Infection (Enterobius vermicularis) | Capillariasis | Trichostrongylosis | Trichinosis | Visceral Larva Migrans (Toxicariasis) |
OMAVELOXOLONE,https://www.drugs.com/dosage/omaveloxolone.html,Friedreich's Ataxia,Friedreich's Ataxia |,,,[Adult] Friedreich's Ataxia // [Pediatric] Friedreich's Ataxia |
EVOLOCUMAB,https://www.drugs.com/dosage/evolocumab.html,Hyperlipidemia | Heterozygous Familial Hypercholesterolemia | Cardiovascular Risk Reduction | Homozygous Familial Hypercholesterolemia,Homozygous Familial Hypercholesterolemia | Heterozygous Familial Hypercholesterolemia |,,,[Adult] Hyperlipidemia | Heterozygous Familial Hypercholesterolemia | Cardiovascular Risk Reduction | Homozygous Familial Hypercholesterolemia // [Pediatric] Homozygous Familial Hypercholesterolemia | Heterozygous Familial Hypercholesterolemia |
HALOPERIDOL,https://www.drugs.com/dosage/haloperidol.html,Psychosis | Schizophrenia | Agitated State | Agitation | Tourette's Syndrome,Psychosis | Tourette's Syndrome | Agitated State | Aggressive Behavior |,,,[Adult] Psychosis | Schizophrenia | Agitated State | Agitation | Tourette's Syndrome // [Pediatric] Psychosis | Tourette's Syndrome | Agitated State | Aggressive Behavior |
LIRAGLUTIDE,https://www.drugs.com/dosage/liraglutide.html,Diabetes Type 2 | Cardiovascular Risk Reduction | Weight Loss,Diabetes Type 2 | Weight Loss | Obesity |,,,[Adult] Diabetes Type 2 | Cardiovascular Risk Reduction | Weight Loss // [Pediatric] Diabetes Type 2 | Weight Loss | Obesity |
ALIROCUMAB,https://www.drugs.com/dosage/alirocumab.html,Hyperlipidemia | Heterozygous Familial Hypercholesterolemia | Cardiovascular Risk Reduction | Homozygous Familial Hypercholesterolemia |,,,,[Adult] Hyperlipidemia | Heterozygous Familial Hypercholesterolemia | Cardiovascular Risk Reduction | Homozygous Familial Hypercholesterolemia |
AVANAFIL,https://www.drugs.com/dosage/avanafil.html,Erectile Dysfunction |,,,,[Adult] Erectile Dysfunction |
Trastuzumab,https://www.drugs.com/dosage/trastuzumab.html,Breast Cancer | Breast Cancer - Adjuvant | Esophageal Carcinoma | Gastric Cancer |,,,,[Adult] Breast Cancer | Breast Cancer - Adjuvant | Esophageal Carcinoma | Gastric Cancer |
Diroximel fumarate,https://www.drugs.com/dosage/diroximel-fumarate.html,Multiple Sclerosis |,,,,[Adult] Multiple Sclerosis |
Elranatamab,https://www.drugs.com/dosage/elranatamab.html,Multiple Myeloma |,,,,[Adult] Multiple Myeloma |
ETONOGESTREL,https://www.drugs.com/dosage/etonogestrel.html,Contraception |,,,,[Adult] Contraception |
DEXAMETHASONE,https://www.drugs.com/dosage/dexamethasone.html,Acute Mountain Sickness | Cerebral Edema | Cushing's Syndrome | Nausea/Vomiting - Chemotherapy Induced | Shock | Multiple Myeloma | Multiple Sclerosis | Immunosuppression | Anti-inflammatory | Brain/Intracranial Tumor | Allergic Reaction | Epicondylitis | Gouty Arthritis | Tendonitis | Bursitis | Osteoarthritis | Rheumatoid Arthritis | Lichen Planus | Granuloma Annulare | Psoriasis | Lichen Simplex Chronicus | Alopecia | Keloids | Idiopathic (Immune) Thrombocytopenic Purpura,Cerebral Edema | Meningitis | Anti-inflammatory | Immunosuppression | Nausea/Vomiting - Chemotherapy Induced | Asthma - Acute | Croup | Acute Mountain Sickness | Idiopathic (Immune) Thrombocytopenic Purpura |,,,[Adult] Acute Mountain Sickness | Cerebral Edema | Cushing's Syndrome | Nausea/Vomiting - Chemotherapy Induced | Shock | Multiple Myeloma | Multiple Sclerosis | Immunosuppression | Anti-inflammatory | Brain/Intracranial Tumor | Allergic Reaction | Epicondylitis | Gouty Arthritis | Tendonitis | Bursitis | Osteoarthritis | Rheumatoid Arthritis | Lichen Planus | Granuloma Annulare | Psoriasis | Lichen Simplex Chronicus | Alopecia | Keloids | Idiopathic (Immune) Thrombocytopenic Purpura // [Pediatric] Cerebral Edema | Meningitis | Anti-inflammatory | Immunosuppression | Nausea/Vomiting - Chemotherapy Induced | Asthma - Acute | Croup | Acute Mountain Sickness | Idiopathic (Immune) Thrombocytopenic Purpura |
LOPERAMIDE,https://www.drugs.com/dosage/loperamide.html,Diarrhea - Acute | Diarrhea - Chronic,Diarrhea - Acute |,,,[Adult] Diarrhea - Acute | Diarrhea - Chronic // [Pediatric] Diarrhea - Acute |
Etranacogene dezaparvovec,https://www.drugs.com/dosage/etranacogene-dezaparvovec.html,Hemophilia B |,,,,[Adult] Hemophilia B |
CALFACTANT,https://www.drugs.com/dosage/calfactant.html,,Respiratory Distress Syndrome |,,,[Pediatric] Respiratory Distress Syndrome |
BORTEZOMIB,https://www.drugs.com/dosage/bortezomib.html,Lymphoma | Multiple Myeloma |,,,,[Adult] Lymphoma | Multiple Myeloma |
TREMELIMUMAB,https://www.drugs.com/dosage/tremelimumab.html,Hepatocellular Carcinoma | Non-Small Cell Lung Cancer |,,,,[Adult] Hepatocellular Carcinoma | Non-Small Cell Lung Cancer |
DESFLURANE,https://www.drugs.com/dosage/desflurane.html,Anesthesia,Anesthesia |,,,[Adult] Anesthesia // [Pediatric] Anesthesia |
PANITUMUMAB,https://www.drugs.com/dosage/panitumumab.html,Colorectal Cancer |,,,,[Adult] Colorectal Cancer |
Teplizumab,https://www.drugs.com/dosage/teplizumab.html,Diabetes Type 1 |,,,,[Adult] Diabetes Type 1 |
PROPRANOLOL,https://www.drugs.com/dosage/propranolol.html,Hypertension | Angina Pectoris | Arrhythmias | Myocardial Infarction | Migraine Prophylaxis | Benign Essential Tremor | Aortic Stenosis | Pheochromocytoma | Atrial Fibrillation,Arrhythmias | Hypertension | Thyrotoxicosis | Hemangioma |,,,[Adult] Hypertension | Angina Pectoris | Arrhythmias | Myocardial Infarction | Migraine Prophylaxis | Benign Essential Tremor | Aortic Stenosis | Pheochromocytoma | Atrial Fibrillation // [Pediatric] Arrhythmias | Hypertension | Thyrotoxicosis | Hemangioma |
SIMVASTATIN,https://www.drugs.com/dosage/simvastatin.html,Prevention of Cardiovascular Disease | Cardiovascular Risk Reduction | Homozygous Familial Hypercholesterolemia,Heterozygous Familial Hypercholesterolemia |,,,[Adult] Prevention of Cardiovascular Disease | Cardiovascular Risk Reduction | Homozygous Familial Hypercholesterolemia // [Pediatric] Heterozygous Familial Hypercholesterolemia |
ALGLUCOSIDASE ALFA,https://www.drugs.com/dosage/alglucosidase-alfa.html,Pompe disease,Pompe disease |,,,[Adult] Pompe disease // [Pediatric] Pompe disease |
Lebrikizumab,https://www.drugs.com/dosage/lebrikizumab.html,Atopic Dermatitis,Atopic Dermatitis |,,,[Adult] Atopic Dermatitis // [Pediatric] Atopic Dermatitis |
Vutrisiran,https://www.drugs.com/dosage/vutrisiran.html,Amyloidogenic Transthyretin Amyloidosis |,,,,[Adult] Amyloidogenic Transthyretin Amyloidosis |
CARBAMAZEPINE,https://www.drugs.com/dosage/carbamazepine.html,Epilepsy | Trigeminal Neuralgia | Mania | Bipolar Disorder,Epilepsy |,,,[Adult] Epilepsy | Trigeminal Neuralgia | Mania | Bipolar Disorder // [Pediatric] Epilepsy |
INSULIN ISOPHANE,https://www.drugs.com/dosage/insulin-isophane.html,Diabetes Type 1 | Diabetes Type 2,Diabetes Type 1 | Diabetes Type 2 |,,,[Adult] Diabetes Type 1 | Diabetes Type 2 // [Pediatric] Diabetes Type 1 | Diabetes Type 2 |
ARSENIC TRIOXIDE,https://www.drugs.com/dosage/arsenic-trioxide.html,Acute Promyelocytic Leukemia,Acute Promyelocytic Leukemia |,,,[Adult] Acute Promyelocytic Leukemia // [Pediatric] Acute Promyelocytic Leukemia |
CEFAZOLIN,https://www.drugs.com/dosage/cefazolin.html,Cholecystitis | Epididymitis - Non-Specific | Joint Infection | Osteomyelitis | Prostatitis | Skin or Soft Tissue Infection | Bacterial Infection | Skin and Structure Infection | Septicemia | Endocarditis | Pneumonia | Urinary Tract Infection | Surgical Prophylaxis | Bacterial Endocarditis Prophylaxis | Prevention of Perinatal Group B Streptococcal Disease | Peritonitis,Pneumonia | Skin and Structure Infection | Urinary Tract Infection | Bacterial Infection | Skin or Soft Tissue Infection | Prostatitis | Osteomyelitis | Joint Infection | Epididymitis - Non-Specific | Cholecystitis | Septicemia | Endocarditis | Bacterial Endocarditis Prophylaxis | Surgical Prophylaxis | Peritonitis |,,,[Adult] Cholecystitis | Epididymitis - Non-Specific | Joint Infection | Osteomyelitis | Prostatitis | Skin or Soft Tissue Infection | Bacterial Infection | Skin and Structure Infection | Septicemia | Endocarditis | Pneumonia | Urinary Tract Infection | Surgical Prophylaxis | Bacterial Endocarditis Prophylaxis | Prevention of Perinatal Group B Streptococcal Disease | Peritonitis // [Pediatric] Pneumonia | Skin and Structure Infection | Urinary Tract Infection | Bacterial Infection | Skin or Soft Tissue Infection | Prostatitis | Osteomyelitis | Joint Infection | Epididymitis - Non-Specific | Cholecystitis | Septicemia | Endocarditis | Bacterial Endocarditis Prophylaxis | Surgical Prophylaxis | Peritonitis |
Glofitamab,https://www.drugs.com/dosage/glofitamab.html,B-Cell Lymphoma |,,,,[Adult] B-Cell Lymphoma |
KETAMINE,https://www.drugs.com/dosage/ketamine.html,Anesthesia,Anesthesia |,,,[Adult] Anesthesia // [Pediatric] Anesthesia |
ISOFLURANE,https://www.drugs.com/dosage/isoflurane.html,Anesthesia,Anesthesia |,,,[Adult] Anesthesia // [Pediatric] Anesthesia |
DOBUTAMINE,https://www.drugs.com/dosage/dobutamine.html,Congestive Heart Failure,Congestive Heart Failure |,,,[Adult] Congestive Heart Failure // [Pediatric] Congestive Heart Failure |
"ATENOLOL, CHLORTHALIDONE",https://www.drugs.com/dosage/atenolol-chlorthalidone.html,Hypertension |,,,,[Adult] Hypertension |
PIROXICAM,https://www.drugs.com/dosage/piroxicam.html,Osteoarthritis | Rheumatoid Arthritis |,,,,[Adult] Osteoarthritis | Rheumatoid Arthritis |
TALQUETAMAB,https://www.drugs.com/dosage/talquetamab.html,Multiple Myeloma |,,,,[Adult] Multiple Myeloma |
TESTOSTERONE,https://www.drugs.com/dosage/testosterone.html,Hypogonadism - Male | Breast Cancer-Palliative,Delayed Puberty - Male |,,,[Adult] Hypogonadism - Male | Breast Cancer-Palliative // [Pediatric] Delayed Puberty - Male |
SOTATERCEPT,https://www.drugs.com/dosage/sotatercept.html,Pulmonary Hypertension |,,,,[Adult] Pulmonary Hypertension |
AMBRISENTAN,https://www.drugs.com/dosage/ambrisentan.html,Pulmonary Hypertension |,,,,[Adult] Pulmonary Hypertension |
VALSARTAN,https://www.drugs.com/dosage/valsartan.html,Congestive Heart Failure | Hypertension | Myocardial Infarction,Hypertension |,,,[Adult] Congestive Heart Failure | Hypertension | Myocardial Infarction // [Pediatric] Hypertension |
Capivasertib,https://www.drugs.com/dosage/capivasertib.html,Breast Cancer |,,,,[Adult] Breast Cancer |
DOXYCYCLINE,https://www.drugs.com/dosage/doxycycline.html,Acne | Actinomycosis | Amebiasis | Chancroid | Inclusion Conjunctivitis | Bartonellosis | Ornithosis | Psittacosis | Bronchitis | Urinary Tract Infection | Bacterial Infection | Upper Respiratory Tract Infection | Trachoma | Pneumonia | Mycoplasma Pneumonia | Acne Rosacea | Cutaneous Bacillus anthracis | Inhalation Bacillus anthracis | Anthrax Prophylaxis | Brucellosis | Cholera | Chlamydia Infection | Epididymitis - Sexually Transmitted | Gonococcal Infection - Uncomplicated | Granuloma Inguinale | Lymphogranuloma Venereum | Nongonococcal Urethritis | Malaria Prophylaxis | Malaria | Periodontitis | Plague | Plague Prophylaxis | Q Fever | Rickettsial Infection | Skin or Soft Tissue Infection | Syphilis - Latent | Syphilis - Early | Tularemia | Cervicitis | Joint Infection | Lyme Disease | Lyme Disease - Erythema Chronicum Migrans | Lyme Disease - Carditis | Lyme Disease - Arthritis | Lyme Disease - Neurologic | Melioidosis | Pelvic Inflammatory Disease | Sinusitis | Proctitis,Bartonellosis | Ornithosis | Acne | Actinomycosis | Amebiasis | Brucellosis | Chancroid | Inclusion Conjunctivitis | Trachoma | Bacterial Infection | Urinary Tract Infection | Psittacosis | Cutaneous Bacillus anthracis | Anthrax Prophylaxis | Inhalation Bacillus anthracis | Mycoplasma Pneumonia | Pneumonia | Upper Respiratory Tract Infection | Bronchitis | Q Fever | Rickettsial Infection | Cholera | Granuloma Inguinale | Lymphogranuloma Venereum | Malaria Prophylaxis | Malaria | Plague | Plague Prophylaxis | Tularemia | Skin or Soft Tissue Infection | Nongonococcal Urethritis | Cervicitis | Chlamydia Infection | Epididymitis - Sexually Transmitted | Gonococcal Infection - Uncomplicated | Lyme Disease | Lyme Disease - Erythema Chronicum Migrans | Lyme Disease - Carditis | Lyme Disease - Arthritis | Lyme Disease - Neurologic | Pelvic Inflammatory Disease | STD Prophylaxis |,,,[Adult] Acne | Actinomycosis | Amebiasis | Chancroid | Inclusion Conjunctivitis | Bartonellosis | Ornithosis | Psittacosis | Bronchitis | Urinary Tract Infection | Bacterial Infection | Upper Respiratory Tract Infection | Trachoma | Pneumonia | Mycoplasma Pneumonia | Acne Rosacea | Cutaneous Bacillus anthracis | Inhalation Bacillus anthracis | Anthrax Prophylaxis | Brucellosis | Cholera | Chlamydia Infection | Epididymitis - Sexually Transmitted | Gonococcal Infection - Uncomplicated | Granuloma Inguinale | Lymphogranuloma Venereum | Nongonococcal Urethritis | Malaria Prophylaxis | Malaria | Periodontitis | Plague | Plague Prophylaxis | Q Fever | Rickettsial Infection | Skin or Soft Tissue Infection | Syphilis - Latent | Syphilis - Early | Tularemia | Cervicitis | Joint Infection | Lyme Disease | Lyme Disease - Erythema Chronicum Migrans | Lyme Disease - Carditis | Lyme Disease - Arthritis | Lyme Disease - Neurologic | Melioidosis | Pelvic Inflammatory Disease | Sinusitis | Proctitis // [Pediatric] Bartonellosis | Ornithosis | Acne | Actinomycosis | Amebiasis | Brucellosis | Chancroid | Inclusion Conjunctivitis | Trachoma | Bacterial Infection | Urinary Tract Infection | Psittacosis | Cutaneous Bacillus anthracis | Anthrax Prophylaxis | Inhalation Bacillus anthracis | Mycoplasma Pneumonia | Pneumonia | Upper Respiratory Tract Infection | Bronchitis | Q Fever | Rickettsial Infection | Cholera | Granuloma Inguinale | Lymphogranuloma Venereum | Malaria Prophylaxis | Malaria | Plague | Plague Prophylaxis | Tularemia | Skin or Soft Tissue Infection | Nongonococcal Urethritis | Cervicitis | Chlamydia Infection | Epididymitis - Sexually Transmitted | Gonococcal Infection - Uncomplicated | Lyme Disease | Lyme Disease - Erythema Chronicum Migrans | Lyme Disease - Carditis | Lyme Disease - Arthritis | Lyme Disease - Neurologic | Pelvic Inflammatory Disease | STD Prophylaxis |
